Name,Protein name,Orientation,Length
P63135,Endogenous retrovirus group K member 7 Pol protein (HERV-K(III) Pol protein) (HERV-K102 Pol protein) (HERV-K_1q22 provirus ancestral Pol protein) [Includes: Reverse transcriptase (RT) (EC 2.7.7.49); Ribonuclease H (RNase H) (EC 3.1.26.4); Integrase (IN)],i867-876o1397-1406i,1459
Q2VYF4,"LETM1 domain-containing protein LETM2, mitochondrial (LETM1 and EF-hand domain-containing protein 2) (Leucine zipper-EF-hand-containing transmembrane protein 1-like)",i175-185o186-195i,491
Q6P1S2,Protein C3orf33 (Protein AC3-33),i33-43o44-53i,294
Q86XT9,Insulin-like growth factor-binding protein 3 receptor (IGFBP-3R) (Transmembrane protein 219),i23-43o205-225i,240
Q8IWB9,Testis-expressed protein 2 (Transmembrane protein 96),i471-491o494-514i,1127
Q8IZ57,Neurensin-1 (Neuro-p24) (Vesicular membrane protein of 24 kDa) (Vesicular membrane protein p24),i64-84o117-136i,195
Q8IZU8,Dermatan-sulfate epimerase-like protein (EC 5.1.-.-),o774-789i800-820o,1212
Q8N0U2,Transmembrane protein 61,i18-38o69-87i,210
Q8TAV4,Stomatin-like protein 3 (SLP-3),i30-41o42-51i,291
Q8TBQ9,Protein kish-A (Transmembrane protein 167) (Transmembrane protein 167A),o10-24i56-71o,72
Q8TDW4,Suppressor of tumorigenicity 7 protein-like (ST7-related protein),i36-56o81-101i,575
Q8WVI0,Ubiquinol-cytochrome-c reductase complex assembly factor 5 (Small integral membrane protein 4),i22-33o34-43i,70
Q902F8,Endogenous retrovirus group K member 8 Env polyprotein (EnvK6 protein) (Envelope polyprotein) (HERV-K115 envelope protein) (HERV-K_8p23.1 provirus ancestral Env polyprotein) [Cleaved into: Surface protein (SU); Transmembrane protein (TM)],i79-88o638-651i,699
Q902F9,Endogenous retrovirus group K member 113 Env polyprotein (EnvK5 protein) (Envelope polyprotein) (HERV-K113 envelope protein) (HERV-K_19p13.11 provirus ancestral Env polyprotein) [Cleaved into: Surface protein (SU); Transmembrane protein (TM)],i79-88o638-654i,699
Q92806,"G protein-activated inward rectifier potassium channel 3 (GIRK-3) (Inward rectifier K(+) channel Kir3.3) (Potassium channel, inwardly rectifying subfamily J member 9)",i59-82o135-156i,393
Q96B77,Transmembrane protein 186,i76-93o103-124i,213
Q96GE9,Distal membrane-arm assembly complex protein 1 (Transmembrane protein 261),i52-69o84-104i,116
Q96H78,Solute carrier family 25 member 44,i222-232o233-242i,314
Q96I36,Cytochrome c oxidase assembly protein COX14,i10-25o26-35i,57
Q96ND0,Protein FAM210A,i136-156o187-209i,272
Q96NL1,Transmembrane protein 74,i178-198o232-252i,305
Q99442,Translocation protein SEC62 (Translocation protein 1) (TP-1) (hTP-1),i196-216o227-253i,399
Q9BSJ5,Uncharacterized protein C17orf80 (Cell migration-inducing gene 3 protein) (Human lung cancer oncogene 8 protein) (HLC-8),i552-562o563-572i,609
Q9BW72,"HIG1 domain family member 2A, mitochondrial (RCF1 homolog B) (RCF1b)",i47-67o83-103i,106
Q9GZY4,Cytochrome c oxidase assembly factor 1 homolog (Mitochondrial translation regulation assembly intermediate of cytochrome c oxidase protein of 15 kDa),i16-26o27-37i,146
Q9H061,Transmembrane protein 126A,i159-170o171-180i,195
Q9H6K4,Optic atrophy 3 protein,i80-90o91-100i,179
Q9H6X4,Transmembrane protein 134,i123-144o155-176i,195
Q9NY37,Acid-sensing ion channel 5 (ASIC5) (Amiloride-sensitive cation channel 5) (Human intestine Na(+) channel) (HINaC),i63-82o448-468i,505
Q9UJG1,Motile sperm domain-containing protein 1,i160-176o197-211i,213
Q9UKH3,Endogenous retrovirus group K member 9 Env polyprotein (EnvK4 protein) (Envelope polyprotein) (HERV-K(C6) envelope protein) (HERV-K109 envelope protein) (HERV-K_6q14.1 provirus ancestral Env polyprotein) [Cleaved into: Surface protein (SU); Transmembrane protein (TM)],i79-88o637-650i,698
Q9UNX9,"ATP-sensitive inward rectifier potassium channel 14 (Inward rectifier K(+) channel Kir2.4) (IRK-4) (Potassium channel, inwardly rectifying subfamily J member 14)",i88-111o162-182i,436
A4D0V7,Cadherin-like and PC-esterase domain-containing protein 1,o30i499-508o,1026
A6NJY4,Transmembrane protein 238-like (FOXA1-regulated conserved small protein) (FORCP),i17-37o46-64i,79
A6PVL3,Kinocilin,i15-33o40-60i,124
E9PQ53,"NADH dehydrogenase [ubiquinone] 1 subunit C2, isoform 2 (NDUFC2-KCTD14 readthrough transcript protein)",i30-47o61-75i,114
P0C7V7,Putative signal peptidase complex catalytic subunit SEC11B (EC 3.4.21.89) (SEC11 homolog B) (SEC11-like protein 2),i10-30o151-163i,166
P0C851,Phosphoinositide-interacting protein,i56-77o91-110i,137
P61570,Endogenous retrovirus group K member 25 Env polyprotein (Envelope polyprotein) (HERV-K_11q22.1 provirus ancestral Env polyprotein) [Cleaved into: Surface protein (SU); Transmembrane protein (TM)],i79-88o638-651i,661
Q2WGJ8,Cation channel sperm-associated auxiliary subunit TMEM249 (Transmembrane protein 249),i61-78o89-104i,235
Q4VC39,Putative HIG1 domain family member 2B (HIG1 domain family member 2B pseudogene),i47-67o83-102i,106
Q56VL3,OCIA domain-containing protein 2 (Ovarian carcinoma immunoreactive antigen-like protein),i51-71o81-100i,154
Q5FYA8,Arylsulfatase H (ASH) (EC 3.1.6.-),o163-183i196-211o,562
Q5H9E4,Solute carrier family 25 member 53 (Mitochondrial carrier triple repeat protein 6),i211-221o222-235i,307
Q5SV17,Transmembrane protein 240,i7-27o88-111i,173
Q6P5X7,Transmembrane protein 71,i233-253o257-273i,295
Q7L211,Protein ABHD13 (EC 3.-.-.-) (Alpha/beta hydrolase domain-containing protein 13) (Abhydrolase domain-containing protein 13),i30-40o41-57i,337
Q86VY9,Transmembrane protein 200A,i63-84o127-143i,491
Q8IW70,Transmembrane protein 151B (Transmembrane protein 193),i65-85o112-132i,566
Q8IYS2,Uncharacterized protein KIAA2013,i18-36o592-614i,634
Q8N7S2,DnaJ homolog subfamily C member 5G (Cysteine string protein-gamma) (CSP-gamma),i122-132o133-142i,189
Q8WUT9,Solute carrier family 25 member 43,i202-212o213-222i,341
Q8WUY8,Probable N-acetyltransferase 14 (EC 2.3.1.-) (K562 cell-derived leucine-zipper-like protein 1),i44-59o62-77i,206
Q8WWA1,Transmembrane protein 40,i160-177o184-204i,233
Q96DS6,Membrane-spanning 4-domains subfamily A member 6E,i54-73o121-137i,147
Q96SK2,Transmembrane protein 209,i28-47o63-83i,561
Q9BRN9,TM2 domain-containing protein 3 (Beta-amyloid-binding protein-like protein 2) (BBP-like protein 2),o187-196i213-233o,247
Q9BX73,TM2 domain-containing protein 2 (Beta-amyloid-binding protein-like protein 1) (BBP-like protein 1),o150-165i174-199o,214
Q9GZP1,Neurensin-2,i64-86o117-139i,204
Q9HBL7,Plasminogen receptor (KT) (Plg-R(KT)),i53-73o80-97i,147
Q9NNZ3,DnaJ homolog subfamily C member 4 (DnaJ-like protein HSPF2) (Multiple endocrine neoplasia type 1 candidate protein number 18),i156-166o167-176i,241
Q9UF47,DnaJ homolog subfamily C member 5B (Cysteine-string protein isoform beta) (CSP-beta),i108-119o120-129i,199
A6NKF7,Transmembrane protein 88B,i63-77o105-125i,163
A6NKL6,Transmembrane protein 200C (Transmembrane protein TTMA) (Two transmembrane domain-containing family member A),i53-73o165-183i,621
A8MTT3,Protein CEBPZOS (CEBPZ antisense RNA 1) (CEBPZ opposite strand),i12-22o23-32i,80
A8MXV6,CMT1A duplicated region transcript 15 protein-like protein,i206-216o217-227i,281
C9JI98,Transmembrane protein 238,i38-58o69-89i,176
H3BR10,Small leucine-rich protein 1,i22-38o53-73i,107
O60397,"Putative cytochrome c oxidase subunit 7A3, mitochondrial (Cytochrome c oxidase subunit VIIa 3)",i53-75o86-96i,106
O95873,Uncharacterized protein C6orf47 (Protein G4),i222-239o246-260i,294
Q17RQ9,NTPase KAP family P-loop domain-containing protein 1,i118-138o157-171i,610
Q3MIP1,"Inositol 1,4,5-trisphosphate receptor-interacting protein-like 2",i11-27o53-63i,535
Q5T2N8,ATPase family AAA domain-containing protein 3C,i71-81o82-91i,411
Q5VZI3,Transmembrane protein 268,i104-124o132-152i,342
Q629K1,Triple QxxK/R motif-containing protein (Triple repetitive-sequence of QXXK/R protein homolog),i51-61o62-71i,86
Q68D42,Transmembrane protein 215,i12-32o40-60i,235
Q69YZ2,Transmembrane protein 200B (Transmembrane protein TTMA) (Two transmembrane domain-containing family member B),i54-74o114-132i,307
Q6PIV7,Solute carrier family 25 member 34,i206-215o218-227i,304
Q7L0L9,Transmembrane protein LOC653160,o57-82i94-114o,218
Q8N0W7,FMR1 neighbor protein (Cancer/testis antigen 37) (CT37) (Sarcoma antigen NY-SAR-35),i69-90o184-204i,255
Q8N4L1,Transmembrane protein 151A,i45-65o97-115i,468
Q8N6L7,Transmembrane protein 252,i7-28o40-60i,170
Q8N8J7,Uncharacterized protein FAM241A,i92-113o114-123i,132
Q96EX1,Small integral membrane protein 12,i15-25o26-35i,92
Q96I45,Transmembrane protein 141,i34-53o60-79i,108
Q9BQ49,Small integral membrane protein 7,o5-19i56-72o,75
Q9C002,Normal mucosa of esophagus-specific gene 1 protein (Protein FOAP-11),i12-22o23-33i,83
Q9HC47,Cutaneous T-cell lymphoma-associated antigen 1 (Protein cTAGE-1) (Cancer/testis antigen 21.1) (CT21.1),i22o47-67i,74
Q9NPB0,SAYSvFN domain-containing protein 1,i97-118o119-136i,183
Q9NUB4,Uncharacterized protein C20orf141,i47-64o71-85i,165
Q9NUR3,Transmembrane protein 74B,i123-143o177-197i,256
Q9P298,HIG1 domain family member 1B (Protein CLST 11240),i29-49o66-86i,99
A0A0U1RQS6,Transmembrane protein 275,i33-53o61-79i,177
O60906,Sphingomyelin phosphodiesterase 2 (EC 3.1.4.12) (Lyso-platelet-activating factor-phospholipase C) (Lyso-PAF-PLC) (Neutral sphingomyelinase) (N-SMase) (nSMase) (nSMase1),i326-346o353-373i,423
O60928,"Inward rectifier potassium channel 13 (Inward rectifier K(+) channel Kir7.1) (Potassium channel, inwardly rectifying subfamily J member 13)",i55-77o135-155i,360
O75129,Astrotactin-2,o209-229i439-448o,1339
O75355,Ectonucleoside triphosphate diphosphohydrolase 3 (NTPDase 3) (EC 3.6.1.5) (CD39 antigen-like 3) (Ecto-ATP diphosphohydrolase 3) (Ecto-ATPDase 3) (Ecto-ATPase 3) (Ecto-apyrase 3) (HB6),i23-43o490-510i,529
A0A087X1C5,Putative cytochrome P450 2D7 (EC 1.14.14.1),o6-23i,515
A0A0B4J2F0,Protein PIGBOS1 (PIGB opposite strand protein 1),o7-29i,54
A0A0K2S4Q6,Protein CD300H (CD300 antigen-like family member H),o168-190i,201
A0A1B0GTW7,Ciliated left-right organizer metallopeptidase (EC 3.4.24.-) (Leishmanolysin-like peptidase 2),o738-753i,788
A1L0T0,2-hydroxyacyl-CoA lyase 2 (EC 4.1.2.-) (Acetolactate synthase-like protein) (IlvB-like protein),o17-33i,632
A2A2Y4,FERM domain-containing protein 3 (Band 4.1-like protein 4O) (Ovary type protein 4.1) (4.1O),i531-550o,597
A2VDJ0,Transmembrane protein 131-like,o870-890i,1609
A6BM72,Multiple epidermal growth factor-like domains protein 11 (Multiple EGF-like domains protein 11),o851-871i,1044
A6NGU5,Putative glutathione hydrolase 3 proenzyme (EC 3.4.19.13) (Gamma-glutamyltransferase 3) (Putative gamma-glutamyltranspeptidase 3) (GGT 3) (EC 2.3.2.2) [Cleaved into: Putative glutathione hydrolase 3 heavy chain; Putative glutathione hydrolase 3 light chain],i5-25o,568
A6NI73,Leukocyte immunoglobulin-like receptor subfamily A member 5 (CD85 antigen-like family member F) (Immunoglobulin-like transcript 11) (ILT-11) (Leukocyte immunoglobulin-like receptor 9) (LIR-9) (CD antigen CD85f),o266-284i,299
A6NL88,Protein shisa-7 (Cystine-knot AMPAR modulating protein of 59 kDa) (CKAMP59) (GABA(A) receptor auxiliary subunit Shisa7) (Protein shisa-6-like),o186-206i,538
A8K4G0,CMRF35-like molecule 7 (CLM-7) (CD300 antigen-like family member B) (CMRF35-A2) (Immune receptor expressed on myeloid cells 3) (IREM-3) (Leukocyte mono-Ig-like receptor 5) (Triggering receptor expressed on myeloid cells 5) (TREM-5) (CD antigen CD300b),o152-172i,201
A8MVW5,HEPACAM family member 2 (Mitotic kinetics regulator),o351-371i,462
B2RUZ4,Small integral membrane protein 1 (Vel blood group antigen),i50-70o,78
B6A8C7,"T-cell-interacting, activating receptor on myeloid cells protein 1 (OSCAR-like transcript-2 protein) (OLT-2)",o232-252i,271
D3W0D1,Killer cell lectin-like receptor subfamily F member 2 (Lectin-like receptor F2) (Activating coreceptor NKp65),i34-51o,207
E0CX11,Short transmembrane mitochondrial protein 1,o4-19i,47
K7EJ46,Small integral membrane protein 22 (Cancer-associated small integral membrane open reading frame 1),o32-53i,83
O00168,Phospholemman (FXYD domain-containing ion transport regulator 1) (Sodium/potassium-transporting ATPase subunit FXYD1),o38-56i,92
O00198,Activator of apoptosis harakiri (BH3-interacting domain-containing protein 3) (Neuronal death protein DP5),i71-86o,91
O00206,Toll-like receptor 4 (hToll) (CD antigen CD284),o632-652i,839
O00220,Tumor necrosis factor receptor superfamily member 10A (Death receptor 4) (TNF-related apoptosis-inducing ligand receptor 1) (TRAIL receptor 1) (TRAIL-R1) (CD antigen CD261),o242-260i,468
O00238,Bone morphogenetic protein receptor type-1B (BMP type-1B receptor) (BMPR-1B) (EC 2.7.11.30) (CD antigen CDw293),o127-148i,502
O00241,Signal-regulatory protein beta-1 (SIRP-beta-1) (CD172 antigen-like family member B) (CD antigen CD172b),o371-391i,398
O00264,Membrane-associated progesterone receptor component 1 (mPR) (Dap1) (IZA),o32-43i,195
O00391,Sulfhydryl oxidase 1 (hQSOX) (EC 1.8.3.2) (Quiescin Q6),o710-731i,747
O00445,Synaptotagmin-5 (Synaptotagmin V) (SytV),o30-50i,386
O00453,Leukocyte-specific transcript 1 protein (Protein B144),o12-32i,97
O00461,"Golgi integral membrane protein 4 (Golgi integral membrane protein, cis) (GIMPc) (Golgi phosphoprotein 4) (Golgi-localized phosphoprotein of 130 kDa) (Golgi phosphoprotein of 130 kDa)",i13-33o,696
O00478,Butyrophilin subfamily 3 member A3,o251-271i,584
O00481,Butyrophilin subfamily 3 member A1 (CD antigen CD277),o251-271i,513
O00483,Cytochrome c oxidase subunit NDUFA4 (Complex I-MLRQ) (CI-MLRQ) (NADH-ubiquinone oxidoreductase MLRQ subunit),i13-35o,81
O00519,Fatty-acid amide hydrolase 1 (EC 3.5.1.99) (Anandamide amidohydrolase 1) (Fatty acid ester hydrolase) (EC 3.1.1.-) (Oleamide hydrolase 1),o15-29i,579
O00526,Uroplakin-2 (UP2) (Uroplakin II) (UPII),o159-179i,184
O00533,Neural cell adhesion molecule L1-like protein (Close homolog of L1) [Cleaved into: Processed neural cell adhesion molecule L1-like protein],o1083-1103i,1208
O00548,Delta-like protein 1 (Drosophila Delta homolog 1) (Delta1) (H-Delta-1),o546-566i,723
O00592,Podocalyxin (GCTM-2 antigen) (Gp200) (Podocalyxin-like protein 1) (PC) (PCLP-1),o461-481i,558
O00631,Sarcolipin,i8-26o,31
O14522,Receptor-type tyrosine-protein phosphatase T (R-PTP-T) (EC 3.1.3.48) (Receptor-type tyrosine-protein phosphatase rho) (RPTP-rho),o747-768i,1441
O14523,Phospholipid transfer protein C2CD2L (C2 domain-containing protein 2-like) (C2CD2-like) (Transmembrane protein 24),o10-31i,706
O14638,Ectonucleotide pyrophosphatase/phosphodiesterase family member 3 (E-NPP 3) (NPP3) (Phosphodiesterase I beta) (PD-Ibeta) (Phosphodiesterase I/nucleotide pyrophosphatase 3) (CD antigen CD203c) [Includes: Alkaline phosphodiesterase I (EC 3.1.4.1); Nucleotide pyrophosphatase (NPPase) (EC 3.6.1.9) (Nucleotide diphosphatase)],i23-44o,875
O14653,Golgi SNAP receptor complex member 2 (27 kDa Golgi SNARE protein) (Membrin),i191-211o,212
O14656,Torsin-1A (Dystonia 1 protein) (Torsin ATPase-1A) (EC 3.6.4.-) (Torsin family 1 member A),o26-35i,332
O14657,Torsin-1B (Torsin ATPase-1B) (EC 3.6.4.-) (Torsin family 1 member B),o28-37i,336
O14662,Syntaxin-16 (Syn16),i302-322o,325
O14669,Transmembrane gamma-carboxyglutamic acid protein 2 (Proline-rich gamma-carboxyglutamic acid protein 2) (Proline-rich Gla protein 2),o110-130i,202
O14672,Disintegrin and metalloproteinase domain-containing protein 10 (ADAM 10) (EC 3.4.24.81) (CDw156) (Kuzbanian protein homolog) (Mammalian disintegrin-metalloprotease) (CD antigen CD156c),o678-698i,748
O14756,17-beta-hydroxysteroid dehydrogenase type 6 (17-beta-HSD 6) (17-beta-HSD6) (EC 1.1.1.105) (EC 1.1.1.209) (EC 1.1.1.239) (EC 1.1.1.53) (EC 1.1.1.62) (3-alpha->beta-hydroxysteroid epimerase) (3-alpha->beta-HSE) (Oxidative 3-alpha hydroxysteroid dehydrogenase) (Short chain dehydrogenase/reductase family 9C member 6),o15i,317
O14763,Tumor necrosis factor receptor superfamily member 10B (Death receptor 5) (TNF-related apoptosis-inducing ligand receptor 2) (TRAIL receptor 2) (TRAIL-R2) (CD antigen CD262),o214-232i,440
O14786,Neuropilin-1 (Vascular endothelial cell growth factor 165 receptor) (CD antigen CD304),o859-879i,923
O14788,"Tumor necrosis factor ligand superfamily member 11 (Osteoclast differentiation factor) (ODF) (Osteoprotegerin ligand) (OPGL) (Receptor activator of nuclear factor kappa-B ligand) (RANKL) (TNF-related activation-induced cytokine) (TRANCE) (CD antigen CD254) [Cleaved into: Tumor necrosis factor ligand superfamily member 11, membrane form; Tumor necrosis factor ligand superfamily member 11, soluble form]",i48-68o,317
O14798,Tumor necrosis factor receptor superfamily member 10C (Antagonist decoy receptor for TRAIL/Apo-2L) (Decoy TRAIL receptor without death domain) (Decoy receptor 1) (DcR1) (Lymphocyte inhibitor of TRAIL) (TNF-related apoptosis-inducing ligand receptor 3) (TRAIL receptor 3) (TRAIL-R3) (TRAIL receptor without an intracellular domain) (CD antigen CD263),o244-258i,259
O14836,Tumor necrosis factor receptor superfamily member 13B (Transmembrane activator and CAML interactor) (CD antigen CD267),o163-183i,293
O14917,Protocadherin-17 (Protocadherin-68),o706-721i,1159
O14931,Natural cytotoxicity triggering receptor 3 (Activating natural killer receptor p30) (Natural killer cell p30-related protein) (NK-p30) (NKp30) (CD antigen CD337),o140-160i,201
O14944,Proepiregulin [Cleaved into: Epiregulin (EPR)],o119-140i,169
O14949,Cytochrome b-c1 complex subunit 8 (Complex III subunit 8) (Complex III subunit VIII) (Ubiquinol-cytochrome c reductase complex 9.5 kDa protein) (Ubiquinol-cytochrome c reductase complex ubiquinone-binding protein QP-C),i40-68o,82
O14967,Calmegin,o470-492i,610
O14975,"Long-chain fatty acid transport protein 2 (Arachidonate--CoA ligase) (EC 6.2.1.15) (Fatty acid transport protein 2) (FATP-2) (Fatty-acid-coenzyme A ligase, very long-chain 1) (Long-chain-fatty-acid--CoA ligase) (EC 6.2.1.3) (Phytanate--CoA ligase) (EC 6.2.1.24) (Solute carrier family 27 member 2) (THCA-CoA ligase) (EC 6.2.1.7) (Very long-chain acyl-CoA synthetase) (VLACS) (VLCS) (EC 6.2.1.-) (Very long-chain-fatty-acid-CoA ligase)",o4-19i,620
O15031,Plexin-B2 (MM1),o1200-1218i,1838
O15146,"Muscle, skeletal receptor tyrosine-protein kinase (EC 2.7.10.1) (Muscle-specific tyrosine-protein kinase receptor) (MuSK) (Muscle-specific kinase receptor)",o496-516i,869
O15155,BET1 homolog (hBET1) (Golgi vesicular membrane-trafficking protein p18),i96-115o,118
O15165,Low-density lipoprotein receptor class A domain-containing protein 4,o68-87i,306
O15173,Membrane-associated progesterone receptor component 2 (Progesterone membrane-binding protein) (Steroid receptor protein DG6),o54-68i,223
O15197,Ephrin type-B receptor 6 (HEP) (Tyrosine-protein kinase-defective receptor EPH-6),o600-618i,1021
O15239,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1 (Complex I-MWFE) (CI-MWFE) (NADH-ubiquinone oxidoreductase MWFE subunit),o6-26i,70
O15269,Serine palmitoyltransferase 1 (EC 2.3.1.50) (Long chain base biosynthesis protein 1) (LCB 1) (Serine-palmitoyl-CoA transferase 1) (SPT 1) (SPT1),o16-36i,473
O15389,Sialic acid-binding Ig-like lectin 5 (Siglec-5) (CD33 antigen-like 2) (Obesity-binding protein 2) (OB-BP2) (OB-binding protein 2) (CD antigen CD170),o439-462i,551
O15393,Transmembrane protease serine 2 (EC 3.4.21.122) (Serine protease 10) [Cleaved into: Transmembrane protease serine 2 non-catalytic chain; Transmembrane protease serine 2 catalytic chain],i84-105o,492
O15394,Neural cell adhesion molecule 2 (N-CAM-2) (NCAM-2),o705-725i,837
O15400,Syntaxin-7,i239-259o,261
O15455,Toll-like receptor 3 (CD antigen CD283),o702-723i,904
O15466,"Alpha-2,8-sialyltransferase 8E (EC 2.4.99.-) (Sialyltransferase 8E) (SIAT8-E) (Sialyltransferase St8Sia V) (ST8SiaV)",i17-37o,376
O15533,Tapasin (TPN) (TPSN) (NGS-17) (TAP-associated protein) (TAP-binding protein),o414-437i,448
O42043,"Endogenous retrovirus group K member 18 Env polyprotein (Envelope polyprotein) (HERV-K(C1a) envelope protein) (HERV-K110 envelope protein) (HERV-K18 envelope protein) (HERV-K18 superantigen) (HERV-K_1q23.3 provirus ancestral Env polyprotein) (IDDMK1,2 22 envelope protein) (IDDMK1,2 22 superantigen) [Cleaved into: Surface protein (SU); Transmembrane protein (TM)]",o526-535i,560
